,Province,City,Street,Neighbourhood,Price,Bed,Bath,Size,room
1249,ON,Toronto,612-82 Lombard Street,Church-Yonge Corridor,998000.0,2,2,1400-1599,4
1250,ON,Toronto,223-95 Prince Arthur Avenue,Annex,859900.0,1,1,800-899,2
1251,ON,Toronto,414-5 St Joseph Street,Bay Street Corridor,749500.0,1+1,1,600-699,3
1252,ON,Toronto,112-60 George Butchart Drive,Downsview-Roding-CFB,545000.0,1,1,500-599,2
1253,ON,Toronto,204-68 Merton Street,Mount Pleasant West,659000.0,1,1,500-599,2
1254,ON,Toronto,3311-117 Dundas Street E,Church-Yonge Corridor,919000.0,2,2,700-799,4
1255,ON,Toronto,4311-125 Blue Jays Way,Waterfront Communities C1,1189933.0,3,2,800-899,5
1256,ON,Toronto,603-80 Front Street E,Church-Yonge Corridor,1250000.0,1+1,2,1200-1399,4
1257,ON,Toronto,1004-70 Annie Craig Drive,Mimico,899900.0,2+1,2,800-899,5
1258,ON,Toronto,3511-117 Dundas Street E,Church-Yonge Corridor,999000.0,2,2,700-799,4
1259,ON,Toronto,TH103-2799 Kingston Road,Cliffcrest,1225000.0,3+1,3,1600-1799,7
1260,ON,Toronto,202-609 Avenue Road,Yonge-St. Clair,1299900.0,2+1,2,900-999,5
1261,ON,Toronto,521-36 Blue Jays Way,Waterfront Communities C1,599000.0,1,1,500-599,2
1262,ON,Toronto,2110-2220 Lakeshore Boulevard W,Mimico,599000.0,1,1,500-599,2
1263,ON,Toronto,4311-14 York Street,Waterfront Communities C1,669000.0,1+1,1,500-599,3
1264,ON,Toronto,3610-5 St Joseph Street,Bay Street Corridor,1200000.0,2+1,2,800-899,5
1265,ON,Toronto,503-18 Kenaston Gardens,Bayview Village,779000.0,2+1,2,1000-1199,5
1266,ON,Toronto,104-70 Annie Craig Drive,Mimico,1325000.0,2,3,1400-1599,5
1267,ON,Toronto,2410-1 Palace Pier Court,Mimico,1174900.0,2,2,1200-1399,4
1268,ON,Toronto,706-1603 Eglinton Avenue W,Oakwood-Vaughan,649000.0,1,1,600-699,2
1269,ON,Toronto,2612-15 Holmes Avenue,Willowdale East,850000.0,1,2,700-799,3
1270,ON,Toronto,704-23 Rean Drive,Bayview Village,1388000.0,2+1,3,1200-1399,6
1271,ON,Toronto,1505-350 Alton Towers Circle,Milliken,888000.0,2+1,2,1200-1399,5
1272,ON,Toronto,6009-1 Bloor Street E,Church-Yonge Corridor,1799000.0,2,2,1000-1199,4
1273,ON,Toronto,907-519 Dundas Street W,Kensington-Chinatown,838000.0,2+2,2,1200-1399,6
1274,ON,Toronto,2204-88 Scott Street,Church-Yonge Corridor,1498800.0,2+1,2,1000-1199,5
1275,ON,Toronto,213-75 Portland Street,Waterfront Communities C1,939000.0,2,2,1000-1199,4
1276,ON,Toronto,003-245 Carlaw Avenue,South Riverdale,619000.0,Office960 sqft,Nan,0-0,0
1277,ON,Toronto,403-349 St Clair Avenue W,Casa Loma,1569000.0,2+1,3,2000-2249,6
1278,ON,Toronto,4102-183 Wellington Street W,Waterfront Communities C1,2750000.0,2,2,1400-1599,4
1279,ON,Toronto,431-38 The Esplanade,Waterfront Communities C8,595000.0,–,1,0-499,1
1280,ON,Toronto,309-181 Bedford Road,Annex,2248000.0,2+1,3,2000-2249,6
1281,ON,Toronto,508-65 Annie Craig Drive,Mimico,3488000.0,3+1,4,2000-2249,8
1282,ON,Toronto,413-32 Davenport Road,Annex,998000.0,2+1,2,800-899,5
1283,ON,Toronto,PH3507-75 St Nicholas Street,Bay Street Corridor,898000.0,1,1,500-599,2
1284,ON,Toronto,836-830 Lawrence Avenue W,Yorkdale-Glen Park,738000.0,1,1,500-599,2
1285,ON,Toronto,416-36 Forest Manor Road,Henry Farm,659900.0,1+1,1,600-699,3
1286,ON,Toronto,1110-381 Front Street,Waterfront Communities C1,1299000.0,2+1,2,1000-1199,5
1287,ON,Toronto,510-159 Dundas Street E,Church-Yonge Corridor,749000.0,2,1,600-699,3
1288,ON,Toronto,336-461 Adelaide Street W,Waterfront Communities C1,699990.0,1,1,600-699,2
1289,ON,Toronto,TH04-15 Beverley Street,Kensington-Chinatown,1349995.0,2+1,3,1200-1399,6
1290,ON,Toronto,2305-60 Colborne Street,Church-Yonge Corridor,1299000.0,2,2,1000-1199,4
1291,ON,Toronto,619-38 Iannuzzi Street,Niagara,714900.0,1+1,1,500-599,3
1292,ON,Toronto,203-1001 Queen Street E,South Riverdale,1056800.0,2,2,800-899,4
1293,ON,Toronto,20 Cole Street,Regent Park,1465000.0,3,3,1200-1399,6
1294,ON,Toronto,5204-180 University Avenue,Bay Street Corridor,3068888.0,2+1,3,1500-2000,6
1295,ON,Toronto,410-437 Roncesvalles Avenue,Roncesvalles,685000.0,1,1,700-799,2
1296,ON,Toronto,TH106-825 Church Street,Rosedale-Moore Park,1639900.0,2+1,3,1400-1599,6
1297,ON,Toronto,1903-16 Bonnycastle Street,Waterfront Communities C8,779999.0,1,1,500-599,2
1298,ON,Toronto,2005-295 Adelaide Street W,Waterfront Communities C1,966000.0,1+1,1,600-699,3
1299,ON,Toronto,TPH19-80 Harrison Garden Boulevard,Willowdale East,1399000.0,2,2,1400-1599,4
1300,ON,Toronto,1003-50 Power Street,Moss Park,1267900.0,3,3,1200-1399,6
1301,ON,Toronto,1016-50 Power Street,Moss Park,982900.0,2,2,700-799,4
1302,ON,Toronto,2606-183 Wellington Street W,Waterfront Communities C1,3400000.0,2,3,1500-2000,5
1303,ON,Toronto,1907-50 Power Street,Moss Park,1220900.0,3,2,900-999,5
1304,ON,Toronto,401-55 Scollard Street,Annex,1780000.0,1,2,1000-1199,3
1305,ON,Toronto,1907-10 Torresdale Avenue,Westminster-Branson,1488800.0,3,3,2250-2499,6
1306,ON,Toronto,LPH 06-75 St Nicholas Street,Bay Street Corridor,600000.0,–,1,0-499,1
1307,ON,Toronto,1107-500 Avenue Road,Yonge-St. Clair,3650000.0,3,4,2750-2999,7
1308,ON,Toronto,PH5-32 Trolley Crescent,Moss Park,1498000.0,2+1,2,1000-1199,5
1309,ON,Toronto,PH2701-8 Colborne Street,Waterfront Communities C8,3500000.0,4+2,4,2750-2999,10
1310,ON,Toronto,1011-120 Varna Drive,Yorkdale-Glen Park,534900.0,1,1,0-499,2
1311,ON,Toronto,TH04-32 Forest Manor Road,Henry Farm,1659000.0,3+1,3,1600-1799,7
1312,ON,Toronto,104-1 Glen Park Avenue,Englemount-Lawrence,458000.0,–,1,0-499,1
1313,ON,Toronto,505-88 Scott Street,Church-Yonge Corridor,1180000.0,1+1,2,1000-1199,4
1314,ON,Toronto,5C-66 Collier Street,Rosedale-Moore Park,2499000.0,2+1,2,1500-2000,5
1315,ON,Toronto,3407-390 Cherry Street,Waterfront Communities C8,1199000.0,2,2,900-999,4
1316,ON,Toronto,405-70 Temperance Street,Bay Street Corridor,499999.0,–,1,0-499,1
1317,ON,Toronto,307-88 Sheppard Avenue E,Newtonbrook East,728000.0,1+1,1,600-699,3
1318,ON,Toronto,2008-38 Forest Manor Road,Henry Farm,938000.0,3+1,2,900-999,6
1319,ON,Toronto,2712-1001 Bay Street,Bay Street Corridor,739900.0,1,1,600-699,2
1320,ON,Toronto,103-5949 Yonge Street,Newtonbrook East,359900.0,1+1,1,600-699,3
1321,ON,Toronto,#9-390 Wellesley Street E,Cabbagetown-South St. James Town,1999000.0,2+1,3,1500-2000,6
1322,ON,Toronto,1125-9 Mabelle Avenue,Islington-City Centre West,599900.0,1+1,1,500-599,3
1323,ON,Toronto,108-431 Roehampton Avenue,Mount Pleasant East,3199990.0,3,4,2250-2499,7
1324,ON,Toronto,1509-900 Mount Pleasant Road,Mount Pleasant West,1175000.0,2,2,1000-1199,4
1325,ON,Toronto,112-431 Roehampton Avenue,Mount Pleasant East,1449990.0,2,2,900-999,4
1326,ON,Toronto,205-151 Avenue Road,Annex,848000.0,1+1,1,600-699,3
1327,ON,Toronto,211-2855 Bloor Street W,Stonegate-Queensway,959000.0,1+1,2,900-999,4
1328,ON,Toronto,TH 7-581 Scarlett Road,Humber Heights,1468000.0,3,4,2250-2499,7
1329,ON,Toronto,TH106-492 Eglinton Avenue E,Mount Pleasant East,1789000.0,3+2,3,1400-1599,8
1330,ON,Toronto,1003-1201 Steeles Avenue W,Westminster-Branson,699000.0,2+1,2,1200-1399,5
1331,ON,Toronto,817-251 Manitoba Street,Mimico,680000.0,1+1,1,500-599,3
1332,ON,Toronto,322-80 Front Street,Church-Yonge Corridor,1689000.0,2+1,2,1500-2000,5
1333,ON,Toronto,409-707 Eglinton Avenue W,Forest Hill South,595000.0,1,1,800-899,2
1334,ON,Toronto,207-35 Hayden Street,Church-Yonge Corridor,610000.0,1,1,0-499,2
1335,ON,Toronto,PH1903-80 Cumberland Street,Annex,2198000.0,2,3,1400-1599,5
1336,ON,Toronto,109-95 Bathurst Street,Waterfront Communities C1,1048800.0,2,2,1000-1199,4
1337,ON,Toronto,902-159 Frederick Street,Moss Park,2238800.0,2+1,3,2500-2749,6
1338,ON,Toronto,4505-20 Lombard Street,Church-Yonge Corridor,1999999.0,2+1,2,1200-1399,5
1339,ON,Toronto,7101-1 Bloor Street E,Church-Yonge Corridor,2795000.0,2+1,3,1400-1599,6
1340,ON,Toronto,235-600 Fleet Street,Niagara,779900.0,2,2,600-699,4
1341,ON,Toronto,306-633 Bay Street,Bay Street Corridor,650000.0,1,1,600-699,2
1342,ON,Toronto,610-3800 Yonge Street,Bedford Park-Nortown,1398000.0,2,2,1400-1599,4
1343,ON,Toronto,203-2 Lynwood Avenue,Casa Loma,2195000.0,2,4,2500-2749,6
1344,ON,Toronto,909-102 Bloor Street W,Annex,968000.0,1,1,800-899,2
1345,ON,Toronto,801-30 Hayden Street,Church-Yonge Corridor,669900.0,1,1,600-699,2
1346,ON,Toronto,206-160 Frederick Street,Moss Park,1629000.0,2+1,2,2000-2249,5
1347,ON,Toronto,910-3220 Sheppard Avenue W,Tam O'Shanter-Sullivan,769000.0,2,2,800-899,4
1348,ON,Toronto,904-336 Spadina Road,Casa Loma,1498000.0,2,2,1200-1399,4
1349,ON,Toronto,# 619-20 Richardson Street Street,Waterfront Communities C8,899990.0,2,2,900-999,4
1350,ON,Toronto,212-430 Roncesvalles Avenue,Roncesvalles,1499900.0,2+1,2,1000-1199,5
1351,ON,Toronto,105-430 Roncesvalles Avenue,Roncesvalles,1399900.0,2+1,2,1000-1199,5
1352,ON,Toronto,PH06-1926 Lake Shore Boulevard W,South Parkdale,2500000.0,2+1,3,1400-1599,6
1353,ON,Toronto,1002-151 Avenue Road,Annex,2550000.0,2+1,3,1400-1599,6
1354,ON,Toronto,UPH05-70 Annie Craig Drive,Mimico,959000.0,2,2,700-799,4
1355,ON,Toronto,500-468 Wellington Street W,Waterfront Communities C1,7800000.0,3,3,5000+,6
1356,ON,Toronto,3201-2045 Lake Shore Boulevard,Mimico,1900000.0,3+1,3,3250-3499,7
1357,ON,Toronto,7001-1 Bloor Street E,Church-Yonge Corridor,2998000.0,3,3,1400-1599,6
1358,ON,Toronto,TH105-2799 Kingston Road,Cliffcrest,1225000.0,2+1,2,1200-1399,5
1359,ON,Toronto,517-115 Blue Jays Way,Waterfront Communities C1,738000.0,1+1,1,600-699,3
1360,ON,Toronto,514-20 Shore Breeze Drive,Mimico,989000.0,2,2,700-799,4
1361,ON,Toronto,441-43 Hanna Avenue,Niagara,2949990.0,3+1,4,2750-2999,8
1362,ON,Toronto,PH 2906-12 Yonge Street,Waterfront Communities C1,2198000.0,3+1,3,1600-1799,7
1363,ON,Toronto,518-255 The Donway W,Banbury-Don Mills,889000.0,2+1,2,1400-1599,5
1364,ON,Toronto,1604-234 Albion Road,Elms-Old Rexdale,555000.0,3,2,1200-1399,5
1365,ON,Toronto,301-2285 Lake Shore Boulevard W,Mimico,1198000.0,2+1,2,1400-1599,5
1366,ON,Toronto,502-128 Hazelton Avenue,Annex,6495000.0,3+1,4,3250-3499,8
1367,ON,Toronto,705-4200 Bathurst Street,Clanton Park,979000.0,2+1,3,1600-1799,6
1368,ON,Toronto,TH2-127 Queen Street E,Church-Yonge Corridor,1249500.0,2+1,3,1400-1599,6
1369,ON,Toronto,1702-38 Iannuzzi Street,Niagara,549800.0,–,1,0-499,1
1370,ON,Toronto,101-120 Donlands Avenue,East York,1089900.0,3,2,1200-1399,5
1371,ON,Toronto,2506-228 Queens Quay W,Waterfront Communities C1,728000.0,1,1,600-699,2
1372,ON,Toronto,PH09-1926 Lake Shore Boulevard W,South Parkdale,1800000.0,2+1,3,1400-1599,6
1373,ON,Toronto,3204-10 Inn On The Park Drive,Banbury-Don Mills,1810000.0,2,3,1400-1599,5
1374,ON,Toronto,1303-30 Inn On The Park Drive,Banbury-Don Mills,1775000.0,3,3,1600-1799,6
1375,ON,Toronto,1107-80 John Street,Waterfront Communities C1,975000.0,2,1,900-999,3
1376,ON,Toronto,529-251 Jarvis Street E,Church-Yonge Corridor,574999.0,1,1,0-499,2
1377,ON,Toronto,6108-100 Harbour Street,Waterfront Communities C1,629000.0,–,1,0-499,1
1378,ON,Toronto,2603-2045 Lake Shore Boulevard W,Mimico,1998000.0,3+1,3,3250-3499,7
1379,ON,Toronto,417-117 Dundas Street E,Church-Yonge Corridor,869000.0,2,2,700-799,4
1380,ON,Toronto,314-117 Dundas Street E,Church-Yonge Corridor,599000.0,–,1,0-499,1
1381,ON,Toronto,2206-228 Queens Quay W,Waterfront Communities C1,780000.0,1,1,600-699,2
1382,ON,Toronto,606-53 York Mills Road,St. Andrew-Windfields,1725000.0,2+1,3,1400-1599,6
1383,ON,Toronto,413-1638 Bloor Street W,High Park North,988000.0,2+1,2,1000-1199,5
1384,ON,Toronto,616-36 Forest Manor Road,Henry Farm,678000.0,1+1,1,600-699,3
1385,ON,Toronto,202-40 Glen Road,Rosedale-Moore Park,649000.0,1,1,700-799,2
1386,ON,Toronto,#1909-58 Orchard View Boulevard,Yonge-Eglinton,649000.0,1,1,0-499,2
1387,ON,Toronto,206-15 Stafford Street,Niagara,18025.0,1,1,600-699,2
1388,ON,Toronto,3607-70 Annie Craig Drive,Mimico,709900.0,1+1,2,600-699,4
1389,ON,Toronto,30-120 Long Branch Avenue,Long Branch,1179000.0,2,3,1200-1399,5
1390,ON,Toronto,201-117 Dundas Street E,Church-Yonge Corridor,1049000.0,2,2,900-999,4
1391,ON,Toronto,205-20 Gladstone Avenue,Little Portugal,699000.0,2,1,700-799,3
1392,ON,Toronto,18-260 Finch Avenue E,Newtonbrook East,999000.0,2,2,800-899,4
1393,ON,Toronto,1506-65 Annie Craig Drive,Mimico,799900.0,2,2,700-799,4
1394,ON,Toronto,805-60 Tannery Road,Waterfront Communities C8,899000.0,2+1,2,700-799,5
1395,ON,Toronto,913-352 Front Street,Waterfront Communities C1,658000.0,1,1,600-699,2
1396,ON,Toronto,PH01-1926 Lake Shore Boulevard W,South Parkdale,1900000.0,2+1,3,1400-1599,6
1397,ON,Toronto,309-3220 Sheppard Avenue E,Tam O'Shanter-Sullivan,599999.0,1+1,2,600-699,4
1398,ON,Toronto,218-80 St Patrick Street,Kensington-Chinatown,799800.0,2,2,1000-1199,4
1399,ON,Toronto,3702-200 Cumberland Street,Annex,11995000.0,3,4,4250-4499,7
1400,ON,Toronto,205-36 Forest Manor Road,Henry Farm,837777.0,2,2,700-799,4
1401,ON,Toronto,119-50 George Butchart Drive,Downsview-Roding-CFB,730000.0,2,2,700-799,4
1402,ON,Toronto,401-50 George Butchart Drive,Downsview-Roding-CFB,549900.0,1,1,500-599,2
1403,ON,Toronto,812-50 George Buchart Drive,Downsview-Roding-CFB,720000.0,2,2,600-699,4
1404,ON,Toronto,1802-2191 Yonge Street,Mount Pleasant West,1124900.0,2+1,2,1000-1199,5
1405,ON,Toronto,2704-155 Legion Road N,Mimico,1065000.0,2+1,2,1200-1399,5
1406,ON,Toronto,PH 12-2727 Yonge Street,Lawrence Park South,2895000.0,3,2,2000-2249,5
1407,ON,Toronto,4303-16 Harbour Street,Waterfront Communities C1,1450000.0,3,2,1200-1399,5
1408,ON,Toronto,819-50 George Butchart Drive,Downsview-Roding-CFB,768000.0,2,2,700-799,4
1409,ON,Toronto,205-68 Abell Street,Little Portugal,13825.0,1+1,1,500-599,3
1410,ON,Toronto,918-60 Tannery Road,Waterfront Communities C8,929000.0,2,2,600-699,4
1411,ON,Toronto,763 W-135 Lower Sherbourne Street,Waterfront Communities C8,599000.0,1+1,1,500-599,3
1412,ON,Toronto,703-36 Blue Jays Way,Waterfront Communities C1,999000.0,2,2,1000-1199,4
1413,ON,Toronto,837-8 Telegram Mews,Waterfront Communities C1,2500000.0,3,3,1600-1799,6
1414,ON,Toronto,316-60 Shuter Street,Church-Yonge Corridor,1038000.0,1+2,3,900-999,6
1415,ON,Toronto,4117-70 Temperance Street,Bay Street Corridor,1118000.0,2+1,2,700-799,5
1416,ON,Toronto,709-21 Carlton Street,Church-Yonge Corridor,799000.0,1+1,1,600-699,3
1417,ON,Toronto,1510-3220 Sheppard Avenue,Tam O'Shanter-Sullivan,759999.0,2,2,800-899,4
1418,ON,Toronto,1111-85 Bloor Street E,Church-Yonge Corridor,1099000.0,2,2,1000-1199,4
1419,ON,Toronto,405-170 Chiltern Hill Road,Humewood-Cedarvale,958000.0,2,2,800-899,4
1420,ON,Toronto,301-492 Eglinton Avenue E,Mount Pleasant East,925000.0,2+1,2,800-899,5
1421,ON,Toronto,100A-78 St. Patrick Street,Kensington-Chinatown,929000.0,2,2,1000-1199,4
1422,ON,Toronto,913-95 Bathurst Street,Waterfront Communities C1,599900.0,1,1,0-499,2
1423,ON,Toronto,203-458 Richmond Street W,Waterfront Communities C1,599900.0,1,1,500-599,2
1424,ON,Toronto,705-128 Pears Avenue,Annex,1695000.0,2,2,1200-1399,4
1425,ON,Toronto,302-128 Pears Avenue,Annex,849000.0,1+1,1,700-799,3
1426,ON,Toronto,TH1-128 Pears Avenue,Annex,3995000.0,3,3,2750-2999,6
1427,ON,Toronto,720-68 Abell Street,Little Portugal,13225.0,1,1,500-599,2
1428,ON,Toronto,902-816 Lansdowne Avenue,Dovercourt-Wallace Emerson-Junction,899000.0,2+1,2,900-999,5
1429,ON,Toronto,405-18 Harbour Street,Waterfront Communities C1,949000.0,2,2,800-899,4
1430,ON,Toronto,4-65 Annie Craig Drive,Mimico,735000.0,1+1,2,600-699,4
1431,ON,Toronto,8-52 Holmes Avenue,Willowdale East,1248800.0,2,2,1200-1399,4
1432,ON,Toronto,516-1 King Street W,Bay Street Corridor,453000.0,1,1,0-499,2
1433,ON,Toronto,1602-386 Yonge Street,Bay Street Corridor,1289000.0,2+1,2,1000-1199,5
1434,ON,Toronto,101 Weston Road,Junction Area,849900.0,3,3,1200-1399,6
1435,ON,Toronto,15-39 John Perkins Bull Drive,Downsview-Roding-CFB,1049000.0,3,3,1400-1599,6
1436,ON,Toronto,503-1210 Don Mills Road,Banbury-Don Mills,839900.0,2,2,1000-1199,4
1437,ON,Toronto,251-53 Mccaul Street,Kensington-Chinatown,1099999.0,3+1,3,1200-1399,7
1438,ON,Toronto,101-251 Manitoba Street,Mimico,1149000.0,2+1,3,1200-1399,6
1439,ON,Toronto,608-2995 Keele Street,Downsview-Roding-CFB,624900.0,2,2,700-799,4
1440,ON,Toronto,1803-180 University Avenue,Bay Street Corridor,1998000.0,2,2,1400-1599,4
1441,ON,Toronto,703-118 Yorkville Avenue,Annex,14950000.0,3+1,5,5000+,9
1442,ON,Toronto,1105-30 Ordnance Street,Waterfront Communities C1,749900.0,1,1,500-599,2
1443,ON,Toronto,PH5-887 Bay Street,Bay Street Corridor,1188800.0,2+1,2,1200-1399,5
1444,ON,Toronto,2101-71 Simcoe Street,Bay Street Corridor,850000.0,1+1,2,1200-1399,4
1445,ON,Toronto,9-760 Lawrence Avenue W,Yorkdale-Glen Park,649000.0,1+1,2,900-999,4
1446,ON,Toronto,1021-155 Dalhousie Street,Church-Yonge Corridor,1499000.0,1+1,2,1600-1799,4
1447,ON,Toronto,901-60 Tannery Road S,Waterfront Communities C8,929000.0,2,2,800-899,4
1448,ON,Toronto,602-501 Adelaide Street W,Waterfront Communities C1,1199990.0,2,2,900-999,4
1449,ON,Toronto,2106-51 East Liberty Street,Niagara,999900.0,2,2,700-799,4
1450,ON,Toronto,1708-20 Brin Drive,Edenbridge-Humber Valley,869900.0,2,2,800-899,4
1451,ON,Toronto,4310-21 Widmer Street,Waterfront Communities C1,1995000.0,3+1,2,1400-1599,6
1452,ON,Toronto,TH102-2800 Keele Street,Downsview-Roding-CFB,950000.0,2+1,3,1200-1399,6
1453,ON,Toronto,801-111 Elizabeth Street,Bay Street Corridor,759000.0,1+1,1,600-699,3
1454,ON,Toronto,315-2799 Kingston Road,Scarborough Village,549000.0,2,1,600-699,3
1455,ON,Toronto,E712-34 Tubman Avenue,Regent Park,690000.0,1+1,1,600-699,3
1456,ON,Toronto,603-17 Ruddington Drive,Bayview Woods-Steeles,1188000.0,2+1,2,1000-1199,5
1457,ON,Toronto,201-3 Mcalpine Street,Annex,925000.0,2,1,1000-1199,3
1458,ON,Toronto,B4-75 Crescent Road,Rosedale-Moore Park,679000.0,2,1,900-999,3
1459,ON,Toronto,404-32 Forest Manor Road,Henry Farm,629000.0,1,1,500-599,2
1460,ON,Toronto,1806E-576 Front Street W,Waterfront Communities C1,1269000.0,3,2,900-999,5
1461,ON,Toronto,802-1 Hickory Tree Road,Weston,599000.0,2,2,1000-1199,4
1462,ON,Toronto,5801-88 Queen Street E,Church-Yonge Corridor,3370000.0,2+1,3,2000-2249,6
1463,ON,Toronto,3509-77 Mutual Street,Church-Yonge Corridor,799999.0,2,1,600-699,3
1464,ON,Toronto,4702-56 Annie Craig Drive,Mimico,1899000.0,2+1,3,1400-1599,6
1465,ON,Toronto,624-1791 St Clair Avenue W,Weston-Pellam Park,1101000.0,2+1,2,1000-1199,5
1466,ON,Toronto,1108-1791 St Clair Avenue W,Weston-Pellam Park,1029000.0,2+1,2,900-999,5
1467,ON,Toronto,105W-500 Queens Quay W,Waterfront Communities C1,1199000.0,Store W/apt/office1400 sqft,Nan,0-0,0
1468,ON,Toronto,1409-25 Broadway Avenue,Mount Pleasant West,1529000.0,2,3,1200-1399,5
1469,ON,Toronto,404-1201 Steeles Avenue W,Westminster-Branson,719000.0,2+1,2,1200-1399,5
1470,ON,Toronto,201-1486 Bathurst Street,Humewood-Cedarvale,748880.0,2,2,700-799,4
1471,ON,Toronto,101 Walmer Road,Annex,1550000.0,2+1,3,1400-1599,6
1472,ON,Toronto,510-23 Sheppard Avenue E,Willowdale East,968000.0,2+1,2,900-999,5
1473,ON,Toronto,623-251 Manitoba Street,Mimico,675000.0,1+1,1,500-599,3
1474,ON,Toronto,1701-70 Forest Manor Road,Henry Farm,599990.0,1+1,1,600-699,3
1475,ON,Toronto,622-701 Sheppard Avenue W,Clanton Park,949000.0,2,2,1000-1199,4
1476,ON,Toronto,1416-50 Power Street,Moss Park,899999.0,2,2,700-799,4
1477,ON,Toronto,605-60 George Butchart Drive,Downsview-Roding-CFB,709000.0,2,2,700-799,4
1478,ON,Toronto,1303-458 Richmond Street W,Waterfront Communities C1,899900.0,1+1,1,700-799,3
1479,ON,Toronto,624-36 Forest Manor Road,Henry Farm,819000.0,2,2,700-799,4
1480,ON,Toronto,203-70 Annie Craig Drive W,Mimico,799999.0,2,2,700-799,4
1481,ON,Toronto,103-2 Forest Hill Road,Forest Hill South,3034900.0,2+1,3,1600-1799,6
1482,ON,Toronto,TH 5-170 Avenue Road,Annex,3495000.0,3,4,2500-2749,7
1483,ON,Toronto,2405-8 Widmer Street,Waterfront Communities C1,951000.0,2,2,600-699,4
1484,ON,Toronto,403-128 Hazelton Avenue,Annex,3275000.0,1+1,3,1400-1599,5
1485,ON,Toronto,415-2 Forest Hill Road,Forest Hill South,3634900.0,2+1,3,1500-2000,6
1486,ON,Toronto,607-70 Annie Craig Drive,Mimico,899900.0,2+1,2,800-899,5
1487,ON,Toronto,4-5937 Bathurst Street,Newtonbrook West,980000.0,3,4,1400-1599,7
1488,ON,Toronto,210-32 Forest Manor Road,Henry Farm,720000.0,1+1,2,600-699,4
1489,ON,Toronto,901-71 Simcoe Street,Bay Street Corridor,888000.0,1+1,2,1200-1399,4
1490,ON,Toronto,207-88 Scott Street,Church-Yonge Corridor,1190000.0,1+1,2,1000-1199,4
1491,ON,Toronto,102-251 Manitoba Street,Mimico,1025000.0,2+1,3,1000-1199,6
1492,ON,Toronto,1601-117 Dundas Street,Church-Yonge Corridor,1389000.0,3,3,900-999,6
1493,ON,Toronto,416-39 Annie Craig Drive,Mimico,1250000.0,2,2,800-899,4
1494,ON,Toronto,414-318 King Street E,Moss Park,525000.0,1,1,0-499,2
1495,ON,Toronto,818-1888 Bayview Avenue,Bridle Path-Sunnybrook-York Mills,3200000.0,2+1,3,2500-2749,6
1496,ON,Toronto,922-2799 Kingston Road,Cliffcrest,1200000.0,3,3,1200-1399,6
1497,ON,Toronto,5508-197 Yonge Street,Church-Yonge Corridor,758800.0,–,1,0-499,1
1498,ON,Toronto,308-65 Annie Craig Drive,Mimico,849888.0,2,2,700-799,4
1499,ON,Toronto,411-2 Forest Hill Road,Forest Hill South,1944900.0,1+1,2,900-999,4
1500,ON,Toronto,411-2 Forest Hill Road,Forest Hill South,1944900.0,1+1,2,900-999,4
1501,ON,Toronto,4606-70 Annie Craig Drive,Mimico,989000.0,2,2,1000-1199,4
1502,ON,Toronto,905-38 Iannuzzi Street,Niagara,850000.0,2,1,600-699,3
1503,ON,Toronto,505-68 Yorkville Avenue,Annex,2685000.0,2+1,3,1500-2000,6
1504,ON,Toronto,608-60 Shuter Street,Church-Yonge Corridor,888000.0,1+1,2,600-699,4
1505,ON,Toronto,3501-200 Cumberland Street,Annex,6600000.0,2+1,3,2250-2499,6
1506,ON,Toronto,511-8 Eglinton Avenue E,Mount Pleasant East,1199000.0,2+1,2,700-799,5
1507,ON,Toronto,501-20 Avoca Avenue,Rosedale-Moore Park,950000.0,2,2,1000-1199,4
1508,ON,Toronto,TH22-1 Baxter Street,Rosedale-Moore Park,1498000.0,2+1,2,1400-1599,5
1509,ON,Toronto,TH 16-1086 Bay Street,Bay Street Corridor,3850000.0,3+1,4,3000-3249,8
1510,ON,Toronto,801-5 San Romano Way,Black Creek,549000.0,3,2,1000-1199,5
1511,ON,Toronto,A-108-135 Village Green Square,Agincourt South-Malvern West,29990.0,–,–,0-499,0
1512,ON,Toronto,4402-20 Lombard Street,Church-Yonge Corridor,2004990.0,2+1,3,1400-1599,6
1513,ON,Toronto,2607-42 Charles Street,Church-Yonge Corridor,949999.0,2,1,600-699,3
1514,ON,Toronto,210-1888 Queen Street E,The Beaches,1149990.0,2+1,2,1200-1399,5
1515,ON,Toronto,421-130 Widdicombe Hill Boulevard,Willowridge-Martingrove-Richview,789000.0,2,2,900-999,4
1516,ON,Toronto,701-117 Dundas Street E,Church-Yonge Corridor,1350000.0,3,3,900-999,6
1517,ON,Toronto,401-2787 Eglinton Avenue E,Eglinton East,549000.0,1,1,500-599,2
1518,ON,Toronto,901-151 Avenue Road,Annex,1528000.0,2,2,900-999,4
1519,ON,Toronto,608-3621 Lake Shore Boulevard W,Long Branch,335000.0,1,1,500-599,2
1520,ON,Toronto,PH34-3600 Yonge Street,Bedford Park-Nortown,7850000.0,3+1,4,5000+,8
1521,ON,Toronto,711&712-36 Blue Jays Way,Waterfront Communities C1,1995000.0,2+1,4,2250-2499,7
1522,ON,Toronto,212-25 Scrivener Square,Rosedale-Moore Park,1050000.0,2,2,800-899,4
1523,ON,Toronto,515-1 Bloor Street E,Church-Yonge Corridor,1699000.0,2+1,3,1600-1799,6
